"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Kent County","TX","26.65","21.6","3.95","24.25","84.6","29","1.45","0.05","1.15","18.85","0.1","2.45","94.75","77.4","72.1999999999999","338","552","49651","2.175","45783","15269","2.65","527.055","4.95","35.85","-1","4.35","49.9","51","770","808","0.9","-1","-1","17","-1","14","-1","14","-1","17"
"Kenton County","KY","13.8","24.05","6.8","30.4","89.35","5057","0.25","1.25","4.9","3.15","0.1","2.05","91.35","88.7","67.05","62883","69718","152700","2.55499999999999","59304","16664","2.9","269.56","1.75","42.1","837397.5","11.3499999999999","50.55","10944","166494","159720","996.7","-1","665831","5651","1868","3224","455","5018","623","4688"
"Keokuk County","IA","21.05","23.15","6.15","15.85","90.55","371","0.25","0.3","0.6","1.75","-0.5","0.9","97.9499999999999","96.4","79.5","4372","4877","83050","2.325","47522","14978","0.85","623.285","0.25","43.8","26573","11.95","49.65","740","10132","10511","18.1","-1","27515","524","182","239","-1","497","56","386"
"Kern County","CA","10.55","29.1","8","15.7","73.25","24776","2.6","5.2","6.3","53.05","0.3","3.1","82.5","34.5","58.15","262774","297175","187800","3.17999999999999","50949","11660","20.25","4206.32","21.6","42.55","3445356.5","11.1499999999999","48.75","40175","891911","839631","103.3","546074","4320272","25694","10001","12587","13304","11501","1883","22691"
"Kerr County","TX","27.45","19.15","5.15","27.7999999999999","88","2810","1.1","1.1","2","26.5","0.1","1.75","93.9","69.25","69.75","20879","24487","165649","2.34499999999999","49793","16493","6.65","750.319999999999","6.9","41.45","-1","9.7","51.8499999999999","5674","51579","49625","45","61394","395846","2948","851","1595","626","2186","311","2396"
"Kershaw County","SC","17.5499999999999","23.35","5.85","19.8","86.35","2216","0.45","0.75","24.75","4.55","0.1","1.7","72.35","68.65","79.1","24531","28852","123548","2.57","47620","12719","2.65","497.55","1.9","45.5","709858","13.3","51.65","5680","64280","61697","84.9","27734","293159","2297","866","1232","479","1739","458","1751"
"Ketchikan Gateway Borough","AK","14.5","22.25","6.05","25.35","93.15","686","13.85","7.85","1","5.25","0.3","9.1","67.9","64.55","60.05","5346","6347","277750","2.505","67622","18794","8.15","2660.41","5","41.05","76196.5","6.6","48.4","1256","13865","13477","2.8","22868","117953","986","263","443","89","848","86","755"
"Kewaunee County","WI","19.9","21.75","5.25","16.45","91.9","653","0.55","0.45","0.55","2.84999999999999","0","1.05","97.4","94.8","80.15","8241","9412","156950","2.46","59888","15458","1.8","170.76","0.95","45.35","233341.5","11.3499999999999","49.25","1438","20501","20574","60.1","7712","73136","875","242","503","26","821","74","752"
"Keweenaw County","MI","34.5","15.7","3.65","27.95","94.6","74","0.3","0.05","0.3","1.35","-0.5","1.5","97.9","96.9","86.95","1047","2492","111399","2.01","44663","17303","1.4","563.145","0.1","44.9","-1","10.65","48.8","309","2133","2156","4","2717","1922","110","-1","47","-1","104","-1","104"
"Keya Paha County","NE","30.45","19.1","4.94999999999999","21.1","93.55","56","0.5","0.55","-0.5","0.8","-0.5","0.8","98.15","97.75","77.05","330","544","79052","2.235","46709","14426","0.2","705.295","0.25","48","-1","7.69999999999999","50.9","49","792","824","1.1","-1","2492","41","-1","-1","-1","41","-1","38"
"Kidder County","ND","23.2","21.1","5.6","18.5499999999999","87.4","119","0.85","0.649999999999999","0.5","4.25","-0.5","0.8","97.25","93.9","76.15","1119","1711","92950","2.18499999999999","52319","15497","1.8","876.475","1.85","42.3","-1","11.6","48","192","2409","2435","1.8","1010","24179","212","47","92","-1","188","-1","143"
"Kimball County","NE","23.7999999999999","21.6","5.8","16.25","86.75","128","2.15","0.95","0.35","8.85","0.1","2.4","94.15","86.55","68.75","1611","1942","80249","2.27","47790","13736","2.15","692.665","1.4","41.8","19356","6.94999999999999","49.8499999999999","337","3575","3821","4","1997","25139","149","56","59","-1","140","17","125"
"Kimble County","TX","28.1","18.5","4.85","20.05","82.1","311","1.25","0.75","0.7","25.2","0.1","0.7","96.5","72.35","75.35","1841","3396","117398","2.4","43376","15047","5.55","856.405","7.9","40.4","-1","12.25","50.85","416","4363","4607","3.7","-1","48740","395","77","242","56","323","26","344"
"King and Queen County","VA","22.1","18.1","4.25","18.85","84.8","215","1.75","0.45","26.5499999999999","3.1","0","2.5","68.7","66.05","79.85","2785","3478","168699","2.525","56175","15584","1.5","157.07","0","44.3","-1","17.1","49.35","604","6893","6945","22","-1","6173","209","23","164","44","161","44","152"
"King County","TX","18.2","23.55","6.35","20.7","80.7","17","1.5","-0.5","-0.5","17.0499999999999","0.2","3.2","95.15","78.85","37.95","102","186","63850","2.80499999999999","58544","13097","17.4","2603.13499999999","16.1","47.8","-1","6.85","50.2","6","262","286","0.3","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"King County","WA","12.85","20.5","5.95","49.55","92.6","91601","1.05","18.0499999999999","6.85","9.65","0.8","5.05","68.15","60.25","57.55","842317","925381","463250","2.435","83391","26228","21.9","1057.285","13.3999999999999","40","-1","14.45","49.85","110146","2174821","1931249","912.9","3111881","30799076","100700","35501","50453","22751","72860","7505","87974"
"King George County","VA","12.55","25.4","6.35","33.55","92.1999999999999","710","0.7","1.5","16.7","5.1","0.1","3.35","77.6","73.6","76.15","8758","10018","293399","2.84","88011","19367","2.34999999999999","89.32","2","42.35","-1","18.55","49.4","3187","26046","23584","131.3","10922","116198","776","275","401","182","563","74","641"
"King William County","VA","15.35","23.15","6","20.1","90.75","554","1.45","1","16.45","2.7","0","2.45","78.65","76.6","85.25","6037","6969","201998","2.695","64827","15350","1.8","136.47","0.799999999999999","46.65","104622","19.05","51.2","1163","16996","15935","58.2","5300","66644","602","224","335","53","521","68","494"
"Kingfisher County","OK","15.75","26.9","6.9","20.2999999999999","87.25","812","4","0.4","1.7","15.6","0","3.2","90.75","76.6","76.75","5673","6518","129850","2.67999999999999","56220","15860","7.75","667.415","7.05","44.75","65081","9.25","50.2","817","15358","15034","16.7","8363","99425","776","218","416","80","674","77","620"
"Kingman County","KS","21.6","22.0499999999999","5.55","21.85","90.85","311","0.9","0.6","0.35","3.45","0","1.7","96.4","93.3","75","3178","3835","89100","2.335","53967","17288","0.95","866.115","1.29999999999999","44.2","-1","11.65","49.95","672","7584","7858","9.1","3584","22856","341","122","149","-1","323","38","287"
"Kings County","CA","9.8","27.25","7.75","13.8","72.2","2558","3.1","4.4","7.4","54.25","0.35","3.65","81.05","32.5","52.05","42117","45914","196400","3.205","52990","11186","19.5","906.165","20.25","40.45","1452006.5","10.9","44.8499999999999","10147","151376","152982","110.1","189296","515975","3044","1055","1541","1430","1436","344","2519"
"Kings County","NY","13.25","23","7.35","34.05","80.45","144425","0.95","12.3999999999999","34.5","19.2","0.1","2.55","49.55","36.3","29.95","937295","1043948","631548","2.695","53156","17084","36.8","662.6","22","44.75","1822042.5","21","52.6","43715","2678931","2504700","35369.1","1226702","10266539","148427","59243","81017","71795","73961","8117","137750"
"Kingsbury County","SD","22.5","22.8","6.69999999999999","21.4","91.15","257","0.95","0.55","0.5","2.4","0","1.25","96.6999999999999","94.6","78.2","2296","2775","95950","2.145","56536","17885","1.25","499.4","1.2","43.6","37525.5","8.65","49.0999999999999","403","5129","5148","6.2","1748","17045","308","110","143","-1","284","50","230"
"Kinney County","TX","25.05","19.15","4.7","13.35","73.7","107","1.4","0.6","2","59.3","0.2","1.9","93.85","37.45","79.3","1264","1969","67300","2.67999999999999","29999","11966","15.75","4504.76","21.45","43.1","-1","4.65","44.5","593","3328","3598","2.6","389","4904","86","47","23","20","59","11","68"
"Kiowa County","CO","23.55","22.05","7.25","21","93.95","83","1.1","0.3","0.649999999999999","7.35","0.35","1.75","95.9","89.75","73.55","598","817","82949","2.385","41272","12968","1.65","1231.21999999999","0.85","42","-1","7","50.95","77","1423","1398","0.8","-1","5108","86","23","59","-1","83","23","59"
"Kiowa County","KS","20.7999999999999","21.85","6.3","24.05","89.8","128","0.95","1.15","1.15","6.3","0.05","1.55","95.15","89.1999999999999","67.9","1026","1232","108350","2.28","48961","13160","3.3","824.305","3.3","46.05","-1","6.45","50.45","149","2489","2553","3.5","-1","14162","170","38","74","-1","152","-1","146"
"Kiowa County","OK","19.2999999999999","23.95","6.85","17.2","85.35","296","7.65","0.35","4.65","11.3","0.1","4.4","82.9","74.4","70.05","3730","5155","59750","2.39","37148","10739","1.9","953.775","3.45","41.55","-1","11.65","50.45","754","8925","9446","9.3","-1","29126","440","119","227","26","386","38","365"
"Kit Carson County","CO","18.35","23.85","6.15","16.1","86.75","371","1.2","0.649999999999999","1.7","19.25","0.2","1.75","94.55","76.8","66.1","3025","3544","121999","2.365","46752","13898","8.25","1372.865","5.8","43.4","-1","5.5","47.4","643","7580","8270","3.8","6401","57482","389","95","158","20","350","14","332"
"Kitsap County","WA","17.25","20.5499999999999","5.7","31.35","94.1999999999999","7790","1.75","5.4","3.05","7.69999999999999","1","5.9","82.9","76.85","67.6","100766","112123","299049","2.495","68911","18746","6.5","196.969999999999","3.05","40.95","164083.5","14.8","49","34272","264896","251133","635.9","212990","1337081","9101","3347","3965","971","7652","1007","7355"
"Kittitas County","WA","15.7","17.45","4.8","32.95","91.25","1460","1.3","2.25","1.2","8.9","0.2","3.35","91.75","83.95","57.95","17441","23666","265799","2.355","49492","14579","5.4","1148.135","3.95","35.85","-1","9.9","49.6","3421","43428","40915","17.8","50702","257990","1562","512","623","74","1415","113","1310"
"Kittson County","MN","23.7","21.8","5.5","23.2999999999999","91.65","170","0.45","0.55","0.55","2.25","-0.5","1","97.4","95.55","81.55","1888","2601","76449","2.235","54257","15269","2.5","4618.88999999999","0.95","44.15","-1","10.6","49.85","331","4321","4552","4.1","-1","64217","287","134","80","-1","275","-1","257"
"Klamath County","OR","20.45","21.5","6","19.85","87.9","1760","4.85","1.05","0.9","12.85","0.2","4.15","88.85","78.25","65.05","27630","33318","162800","2.37","43059","12938","5.35","4285.36","3.8","40.15","224936","7.5","50.05","7363","67432","66380","11.2","55328","378728","2066","743","935","206","1727","242","1598"
"Kleberg County","TX","12.8","24.2","6.9","24.1","76.25","860","0.9","2.4","4.25","72.55","0.2","1.5","90.8","20.8","54.95","11100","13267","83200","2.67","42147","11321","6.95","674.22","19.95","39.45","-1","9.3","49","2049","31617","32061","36.4","-1","262169","1046","338","545","593","398","86","857"
"Klickitat County","WA","22.8","19.8","5.05","25.5","87.5","809","2.7","0.85","0.649999999999999","12","0.2","2.84999999999999","92.85","82.1","68.9","8448","10309","227850","2.47499999999999","48732","14759","7.05","935.155","5.35","44","69508.5","10.45","49.4","2305","21797","20318","10.9","10418","32231","872","290","383","107","743","92","716"
"Knott County","KY","17.45","20.15","5.5","13.95","72.75","410","0.15","0.15","0.95","0.95","0","0.9","97.9","97.15","77.4","6138","7564","55550","2.455","32545","9236","0.35","394.095","0.1","44.45","-1","15.25","50.45","620","15073","16346","46.5","2645","36239","425","116","233","-1","416","32","335"
"Knox County","IL","20.75","19.95","5.4","17.95","87.5","1082","0.4","0.95","8.15","5.8","0","2.59999999999999","87.85","83.05","67.55","21082","23882","82048","2.24","42398","12272","2.75","2589.355","2.7","45.05","160708","8.7","49.6","4025","51019","52919","73.9","38171","395627","1670","539","812","149","1409","137","1316"
"Knox County","IN","17.5499999999999","21.2999999999999","5.9","15.5","87.45","938","0.3","0.9","3.05","2.05","0.05","1.29999999999999","94.4","92.6","66","14888","17070","90448","2.36","44747","13019","1.3","611.56","0.7","39.8","231989","9.55","49.3499999999999","2532","37110","38440","74.5","31724","229562","1328","446","698","41","1211","128","1103"
"Knox County","KY","17.2999999999999","23.45","6.45","12.1499999999999","70.35","974","0.25","0.35","1.3","1.2","0.05","1.2","96.8","95.8","64.95","12158","14637","79098","2.545","27107","8915","1.25","453.185","0.1","45.6","95587.5","11.65","51.35","1477","30997","31883","82.5","18740","171545","989","380","473","14","938","74","848"
"Knox County","ME","24.2","18","4.35","31.95","93.1999999999999","2948","0.45","0.649999999999999","0.75","1.4","0","1.5","96.7","95.45","78.05","16980","24258","204550","2.26","53751","16562","2.5","367.2","1.1","44.05","188910","8.85","50.5","3598","40141","39736","108.8","48392","316463","3680","1055","2039","65","3398","401","2936"
"Knox County","MO","21.6","23.8","6.65","16","85.95","179","0.449999999999999","0.35","0.55","1.29999999999999","-0.5","1.65","97.05","95.85","78.6999999999999","1607","2274","70198","2.46","37238","11162","1.05","559.785","2.9","43.1","-1","10.7","50.25","334","3874","4131","8.2","-1","19031","236","44","179","-1","227","-1","194"
"Knox County","NE","24.6","24.2","6.19999999999999","19.3","90.55","344","10.15","0.35","0.3","2.95","0.1","1.8","87.3","85.6","73.35","3683","4920","84950","2.255","47279","14204","0.85","746.819999999999","2","43.15","3199","8.55","50.8","747","8437","8701","7.9","1766","41111","368","71","185","-1","350","65","284"
"Knox County","OH","17.45","22.95","6.15","22.1","89.6999999999999","2471","0.25","0.649999999999999","1.05","1.5","0","1.35","96.6999999999999","95.4","71.7","22913","25717","144498","2.515","53749","13193","1.45","500.89","1.85","42.75","1083138","12.9","51.05","4447","61944","60921","115.9","30362","292574","2453","680","1502","71","2288","218","2120"
"Knox County","TN","15.35","21.2","5.75","35.95","90.95","18725","0.4","2.3","8.95","4.25","0.1","2.15","86.1","82.5","64.75","184208","204500","170300","2.375","52581","16613","4.8","651.26","2.4","40.75","2408435.5","10.7","51.4","29266","463806","432226","850.5","519668","3963338","20690","6851","11459","2192","17750","2345","16997"
"Knox County","TX","20.4","26.1","7.15","16.3","80.25","119","1.25","0.25","5.94999999999999","34.2","0.05","2.4","90.1","58.4","74.4","1467","2038","42949","2.45","41546","11570","8.35","783.24","11.85","41.35","-1","8.65","50.7","249","3606","3719","4.4","-1","15806","137","74","41","62","56","-1","122"
"Kodiak Island Borough","AK","10","25.45","7.65","24","89.6999999999999","740","13.05","21.2999999999999","1.4","8.64999999999999","0.95","7.2","56.1","49.95","55.75","4381","5414","253300","3.025","77277","16436","17","3556.42499999999","13","39.3","-1","5.15","46.55","1082","13545","13592","2.1","15758","57935","959","239","542","227","668","92","806"
"Koochiching County","MN","24.25","18.2999999999999","4.1","16.35","90.6","419","2.5","0.5","0.7","1.3","0","1.85","94.35","93.45","77.6","5837","7913","104800","2.155","45989","14915","5.5","1634.925","1.65","45.1","-1","6.8","50.1","1153","12460","13311","4.3","12101","94757","536","137","296","17","479","77","407"
"Kootenai County","ID","18.2","23.1","6","24.25","92.65","6695","1.35","0.9","0.4","4.6","0.15","2.5","94.6","90.6999999999999","70.5","58991","70375","224548","2.5","53121","14972","2.34999999999999","1155.59","1.15","41.15","-1","10.45","50.55","13236","159344","138494","111.3","-1","1250864","7574","1928","3974","410","6818","710","6314"
"Kosciusko County","IN","16.15","24.2","6.55","21.8","85.75","2543","0.4","1.45","1.1","8.1","0.1","1.29999999999999","95.65","88.1","76.25","30350","38319","141098","2.53","56112","14891","4.5","704.56","4.75","41.65","3617718.5","9.15","50.05","4746","79401","77358","145.6","56630","460739","3083","971","1547","92","2864","218","2657"
"Kossuth County","IA","23.45","21.95","5.65","17.9","93.05","692","0.35","0.55","0.85","2.65","0.05","0.95","97.2","95","78.1","6689","7496","96599","2.23","53942","15611","1.15","780.585","0.649999999999999","43.75","437910","6.9","49.7","1301","15027","15543","16","6911","123407","1010","227","635","14","962","125","833"
"La Crosse County","WI","15.85","20","5.2","32.4","94.4","3311","0.5","4.65","1.55","1.9","0","1.79999999999999","91.55","89.95","64","46732","50163","164000","2.385","54609","16280","3.25","225.345","2.75","40.3","970841.5","8.65","51.1","8171","119397","114638","253.8","121847","945542","4154","1169","2357","218","3704","431","3407"
"La Paz County","AZ","37.95","17","4.6","10.65","76.1","398","17.95","0.9","1.2","27","0.15","2.95","76.9","57.9","72.75","9786","16260","84000","2.085","35212","11438","11.6","3296.805","8.5","43.4","-1","6.85","48.8","2786","18395","20489","4.6","-1","217976","614","164","377","152","425","95","464"
"La Plata County","CO","16.2","19","4.94999999999999","42.8","94.85","3395","7.25","0.75","0.649999999999999","12.7","0.1","2.55","88.7","78.75","68.6","21370","27528","367498","2.43","63381","19745","3.1","1079.57","4.2","42.55","42425.5","10.25","49.4","3627","54811","51334","30.3","104612","378434","3944","1202","2120","302","3482","440","3272"
"La Salle County","TX","13.35","20.2","6.1","6.3","58.25","293","0.85","0.45","1.35","85.7","0","0.75","96.6","12.5","69.9","2065","2950","65249","3.07","38453","10553","7.75","4805.095","29.75","38.85","-1","13.05","41.25","333","7069","6886","4.6","-1","67208","326","83","212","203","110","-1","305"
"La Salle Parish","LA","16.55","22.7999999999999","5.95","13.25","78.85","470","1.29999999999999","0.25","12.3","2.7","0","1.05","85.05","82.75","79.9","5217","6677","83449","2.63","42318","10826","2","597.99","0.449999999999999","44.4","-1","20.4","48.05","891","14815","14890","23.8","-1","71138","452","173","236","23","401","20","413"
"Labette County","KS","18.8","23.75","6.45","19.5499999999999","89.75","572","2.3","0.5","4.44999999999999","4.55","0.1","4.05","88.65","85.05","70.3","8442","10040","71248","2.385","44279","12284","0.85","1273.665","1.35","42.45","207554","7.05","50.25","1400","20573","21607","33.5","9347","99278","662","197","326","59","554","80","533"
"Lac qui Parle County","MN","26.4","20.5","5","18.2","92.3","302","0.3","0.85","0.55","2.25","0.15","1.2","96.9","95.05","81.75","3080","3688","84400","2.21","50769","16217","2.1","12208.515","1.6","43.95","-1","8.25","49.8","533","6807","7259","9.5","-1","33734","362","89","179","-1","341","11","338"
"Lackawanna County","PA","19.55","20.25","5.25","27","89.95","6194","0.3","2.7","3.75","7.3","0.1","1.75","91.5","85.65","65.55","86465","98752","148249","2.36","49431","14948","5.25","515.505","4.45","43.15","-1","10.35","51.55","15667","214306","214437","467.1","205829","1593170","8048","2264","4886","575","7190","767","6809"
"Laclede County","MO","17.35","24.7","6.75","13.75","83.45","1352","0.8","0.55","0.9","2.4","0.1","2","95.65","93.55","69.75","14011","15922","105350","2.51","43135","11525","1.1","1527.425","0.55","43.3","663758","10.05","50.75","3257","35739","35571","46.5","23969","251183","1655","416","950","35","1529","182","1316"
"Lafayette County","AR","23.1","19.35","4.85","13.25","78.6","161","0.45","0.55","36.7","2.45","0","1.15","61.15","59.4","75.9","2752","4375","58398","2.55","31064","12935","1.35","485.284999999999","0.449999999999999","44.8","-1","12.3","51.4","480","6712","7645","14.5","1571","15233","296","53","170","35","248","38","242"
"Lafayette County","FL","15.65","20","4.55","10.55","76.85","176","0.75","0.25","13.95","13.2","0.1","1.45","83.5","71.4","82.15","2443","3354","110651","3.01","44942","10385","7.6","1620.78499999999","10.05","42.8","-1","13.5","42","705","8532","8870","16.3","-1","23300","278","68","113","23","248","14","257"
"Lafayette County","MO","18.4","23.15","5.85","18.65","88.75","1034","0.55","0.5","2.3","2.85","0.2","2.2","94.3","91.95","72.65","13084","14775","130398","2.46","54646","14780","1.25","780.305","0.5","42.15","-1","13.35","50.4","2345","32835","33381","53.1","12092","187736","1508","392","746","35","1439","68","1277"
"Lafayette County","MS","12.3","18.3","5.25","41.4","88.35","2345","0.3","2.4","23.7","2.5","0.1","1.25","72.2","70.2","60.7","17231","25268","181348","2.69","46799","13880","3.3","514.005","2.1","36.9","83789","9.25","51.35","2119","54370","47351","75","67805","274391","2096","665","1187","419","1541","242","1733"
"Lafayette County","WI","17.95","24.4","6.3","17.65","90.3","665","0.6","0.5","0.45","4.05","0","0.75","97.7","94.15","77.25","6662","7277","130899","2.5","54897","14222","2.6","316.295","3.34999999999999","44.8","135079.5","12.2","49.3499999999999","1028","16733","16836","26.6","-1","59768","671","179","428","-1","638","134","506"
"Lafayette Parish","LA","12.55","23.75","6.75","30.65","87.05","12413","0.4","1.85","26.5","4.55","0.05","1.55","69.65","65.8","65.15","89021","101275","173900","2.565","54228","15944","4.3","408.91","4.55","41.35","-1","11.6","51.25","12875","238698","221578","824.6","391292","2177546","14102","4799","7322","2864","10757","1385","11849"
"Lafourche Parish","LA","14.85","23.3","6.3","15.85","76","3587","2.95","0.9","13.6","4.5","0.1","1.9","80.55","76.75","77.1","35981","40775","142250","2.65","53038","14339","2.8","827.335","6.45","44.1","432056","14.1499999999999","50.8","4201","97789","96318","90.2","57647","482780","4004","1145","2204","545","3299","317","3407"
"LaGrange County","IN","13.25","32.95","9.25","10.4","61.95","1922","0.3","0.4","0.5","4.05","0","0.75","98.05","94.25","80.5","12079","14711","178050","3.145","56056","12272","1.79999999999999","956.345","21.3","43.4","708160","11.3499999999999","49.4","1595","39441","37128","97.8","19823","142178","2261","557","1208","32","2165","110","2108"
"Lake and Peninsula Borough","AK","10.25","28.35","9.6","15.75","87.4","119","62.55","1.7","1.15","3.35","0.3","9.95","24.4","22.95","67.95","466","1504","125651","2.92999999999999","47961","12416","1.95","12117.94","5.15","44.9","28538","2.4","48","70","1556","1631","0.1","4898","-1","227","23","182","143","74","65","155"
"Lake County","CA","21.85","20.7999999999999","5.85","15.85","85.6","1946","4.3","1.4","2.1","20.55","0.3","4.6","87.35","70.5","64.55","26085","35117","201498","2.42","41792","13679","8.64999999999999","751.41","7.6","40.8","40267.5","14.85","50","6069","66173","64665","51.5","44414","261167","2231","809","1145","317","1856","251","1904"
"Lake County","CO","12.8","21.45","6.05","30.2","85.25","320","2.6","0.7","0.85","36.5999999999999","0.05","2.3","93.55","60.1","67","3235","4384","198249","2.285","47586","14558","12.2","582.755","8.75","41.35","-1","15.35","46.4","504","7396","7310","19.4","6551","18698","479","116","269","119","335","29","416"
"Lake County","FL","26.55","19.35","4.9","22.25","87.95","14249","0.6","2.25","11.05","15.25","0.15","1.95","84","70.55","74.9","125782","155135","162050","2.54","49772","14171","9","691.305","6.7","41.65","-1","14.5","51.6","33586","349821","297052","316.6","197459","1880522","12665","4694","6500","3320","8984","1367","10802"
"Lake County","IL","13.5","24.65","5.8","43.5999999999999","89.75","28037","0.9","7.8","7.5","21.7","0.1","2.1","81.6","61.95","74.45","243595","263436","259948","2.80999999999999","83448","22880","18.4","419.775","13.9","43.1","6022988","14.7","50.05","32820","709764","703462","1585.6","699620","7450265","31823","10688","17627","6377","24392","2378","27989"
"Lake County","IN","15.75","23.7999999999999","6.1","21.2","87.85","14696","0.55","1.6","24.85","18.85","0.1","1.9","71.1","54.25","69.65","184405","212522","143050","2.625","52581","14459","6.75","505.054999999999","6.85","43.05","15415932.5","14.1","51.6","29512","494464","496005","994.1","583511","3747647","17747","7388","8543","6698","10379","1448","15440"
"Lake County","MI","28","16.7","4.1","10.15","81.35","302","0.9","0.25","8.55","2.5","0","2.8","87.55","85.65","82.75","4363","15216","83849","2.605","33348","10229","1.3","422.2","0.95","44.25","-1","13","49.35","1161","11716","11539","20.3","-1","30077","386","146","173","26","347","26","329"
"Lake County","MN","25.7","18.95","4.9","25.15","94.3","431","0.649999999999999","0.5","0.55","1.45","0","1.35","96.9","95.55","82.3","5087","7921","163949","2.045","54193","17102","1.6","1703.58","0.399999999999999","44.5","83879","10.1","48.9","1060","10791","10866","5.2","18293","67982","530","101","314","-1","479","68","410"
"Lake County","MT","21.2","23.75","6.1","27.2","91","1250","24.1","0.5","0.45","4.44999999999999","0.1","7.1","67.7","65.6","70.55","11817","16779","235850","2.435","43422","12692","1.85","960.125","1.9","42","36204.5","9.15","50.75","2669","30116","28746","19.3","16730","134168","1535","491","728","200","1253","143","1256"
"Lake County","OH","19.3","20.2999999999999","4.95","26.15","91.75","8276","0.2","1.45","4.35","4.35","0","1.7","92.3","88.5","74.6","95203","102600","153748","2.38","60242","17204","5.4","541.585","3.3","44.05","3022581.5","11.25","51.2","16529","230916","230041","1011.2","203384","1752497","9830","2879","6131","521","9002","1010","8411"
"Lake County","OR","24.25","18.8","4.55","17.5","85.1","245","2.4","1.2","0.7","8.2","0.15","3.7","91.85","84.85","64.05","3542","4476","145450","2.075","35753","12119","4.25","4363.87999999999","2.75","40.45","17247","6.75","46.9","855","7997","7895","1","3314","37433","374","152","131","-1","326","29","287"
"Lake County","SD","21.75","19.9","5.5","30.4","92.1","461","1.1","0.95","1.15","2.55","0.05","1.5","95.3","93.25","73.55","4676","5758","143448","2.43499999999999","55389","16862","1.8","568.589999999999","1.15","39.95","187023.5","8.25","48.0999999999999","898","11714","11200","19.9","7163","81167","725","224","350","23","674","56","605"
"Lake County","TN","15.7","14.95","4.3","8.2","71.75","152","0.5","0.2","28.05","2.3","0","1.9","69.35","67.5","55.05","2222","2604","76999","2.23","31153","7865","1.75","351.025","0.55","39.3","-1","8.55","36.65","494","7319","7832","47.2","2621","14897","200","83","95","29","155","20","164"
"Lake of the Woods County","MN","23.7","18.5","4.65","15.25","91.35","188","0.9","1.45","0.5","1.6","-0.5","2.4","94.75","93.3","84.55","1569","3782","141699","2.45","47018","12818","1.75","951.359999999999","0","44","-1","9.45","48.3","374","3843","4045","3.1","13868","26579","197","11","158","-1","182","53","131"
"Lamar County","AL","21.35","21.5499999999999","5.35","10.7","79.1999999999999","446","0.25","0.1","10.8","1.65","0","1.54999999999999","87.3","85.9","73.55","5970","7377","73850","2.33","37195","11315","0.7","428.46","0","44.4","167080.5","13.3999999999999","51.1","944","14029","14564","24.1","-1","40466","557","248","233","65","461","41","485"
"Lamar County","GA","16.7","20.75","5.65","15","84.45","605","0.35","0.65","30.75","2.4","0","1.75","66.5","64.65","69.65","6441","7582","134099","2.67","42930","11204","1.85","1320.385","0.899999999999999","43.7","115219.5","12.75","52.25","1421","18351","18317","99.8","6593","53597","677","203","407","188","467","77","560"
"Lamar County","MS","13","25.25","6.7","33.6","89.85","2492","0.3","1.4","20.8","2.7","0.1","1.29999999999999","76.05","73.85","66.65","21897","24495","170800","2.695","55741","15029","2.5","720.675","1.75","39.6","-1","12.35","51.9","3833","62160","55658","112","59033","520691","2591","848","1439","353","2141","320","2075"
"Lamar County","TX","18.95","23.65","6.5","17.6","83.6999999999999","2003","1.79999999999999","0.75","13.5","7.95","0","2.85","81.05","74.15","64.85","19602","22729","92200","2.485","42609","12518","4.1","915.07","3.8","41.4","1076320.5","9.4","51.8","3440","49805","49793","54.9","36524","339278","1856","566","1058","389","1367","191","1562"
"Lamb County","TX","16.85","27.9","7.65","14.2","72.55","395","1.75","0.45","4.85","55.05","0.1","1.75","91.1","39.5999999999999","71.45","4767","6084","61199","2.79","40918","11168","9.7","973.079999999999","20.05","41.65","-1","8.75","50.2","546","13310","13977","13.8","-1","46478","455","92","269","170","242","35","365"
"Lamoille County","VT","16.5499999999999","20.7","5.15","37.3","92.6999999999999","1409","0.4","0.649999999999999","1","1.7","0","1.75","96.15","94.65","72.25","10295","13550","222199","2.36","58344","18371","3.25","228.9","1.35","42.55","-1","12.2","50.05","1586","25511","24475","53.3","91862","180194","1736","473","989","47","1598","191","1427"
