"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Arenac County","MI","24.15","18.3","4.35","12","86.4","467","1.29999999999999","0.3","0.45","1.95","0.1","1.65","96.3","94.65","83.8","6465","9812","92300","2.325","40581","12161","0.9","330.835","0.399999999999999","44","72828.5","13.5999999999999","49.45","1357","15179","15899","43.8","14078","75374","641","140","371","-1","623","95","461"
"Arkansas County","AR","18.9","22.95","6.65","14.1","84","695","0.35","0.9","24.8","3.2","0","1.7","72.1999999999999","69.65","66.35","7688","9462","82049","2.36","43164","13190","1.5","791.605","0.5","43.05","963583","7.25","51.65","1206","17874","19019","19.2","-1","167978","785","227","401","107","638","80","623"
"Arlington County","VA","10.2","17.65","6","73.5","93.8","10649","0.649999999999999","10.65","9.39999999999999","15.6499999999999","0.1","3.4","75.8","62.0999999999999","43.95","100742","114738","644999","2.195","111638","35918","23.1","12.485","14.3499999999999","39.3","27058","14.1","49.9","12410","232773","207627","7993.6","681179","1304417","10832","3950","5942","3200","7019","1181","9041"
"Armstrong County","PA","21.35","19.4","4.95","15.6499999999999","89.6","1763","0.1","0.3","0.9","0.75","0","0.9","97.75","97.15","76.25","28333","32612","101750","2.34","48325","13856","0.55","486.46","0.75","45.9","162035.5","14.85","50.3","5736","66672","68941","105.5","21368","275609","2372","650","1382","11","2282","302","1928"
"Armstrong County","TX","23.15","23","6","23.75","87.85","98","1.25","0.3","1.45","8.8","-0.5","1.05","96","87.9499999999999","83.2","668","913","116900","2.695","67065","15872","3.05","770.54","2.7","45.4","-1","12.7","50.9","178","1904","1901","2.1","-1","-1","29","14","11","-1","26","-1","26"
"Aroostook County","ME","23.1","18.5","4.75","17.95","86.85","1967","1.9","0.5","1","1.25","0.05","1.4","95.1","94.1","71.65","30057","39758","95198","2.24","39487","12737","4.5","3661.33","7","44.15","518933.5","8.55","50.65","6634","68277","71870","10.8","41597","559709","3014","737","1829","59","2852","344","2516"
"Arthur County","NE","21.2999999999999","26.65","5.45","28.95","94.1","23","0.4","0.2","-0.399999999999999","4.69999999999999","-0.5","2.3","96.95","93.7","64.05","186","252","93848","2.51499999999999","41690","12950","0.6","816.495","2.05","44.9","-1","10.9","51.45","28","444","460","0.6","-1","-1","32","-1","26","-1","26","-1","26"
"Ascension Parish","LA","11.25","27.1","7.05","25.65","88.8","4643","0.4","1.35","23.45","5.6","0.1","1.35","73.35","68.5","81.55","40657","46781","187398","2.84499999999999","74797","17081","3.1","607.829999999999","2.55","44.05","7104272","14.25","50.75","5837","121763","107215","369.7","83606","769451","4373","1505","2297","1100","3119","422","3701"
"Ashe County","NC","25.1","18","4.3","19.6","83.25","1253","0.35","0.5","1","5.19999999999999","0.05","1.1","97.05","92.35","76.4","11887","17672","152049","2.235","38456","12404","3.85","822.79","2.15","46.45","116351","11.95","50.7","1894","26853","27281","64","11834","136499","1277","293","821","56","1187","164","1037"
"Ashland County","OH","18.2","22.75","5.85","20.1","87.8","1754","0.25","0.649999999999999","0.9","1.35","0.1","1.2","96.9","95.75","74.25","20312","22232","125250","2.51499999999999","49683","13007","1.85","495.88","2.05","42.1","534970.5","10.95","50.9","3710","52741","53139","125.6","30932","243026","2069","641","1142","38","1964","230","1598"
"Ashland County","WI","18.85","22.3","6","20.75","91.35","554","11.5","0.5","0.5","2.7","0","3.45","84","82.55","69.6","6670","9630","110250","2.28","40530","11972","1.3","522.02","1.1","43.1","109884.5","7.8","49.75","1308","16067","16157","15.5","14438","107078","776","230","380","29","680","38","662"
"Ashley County","AR","19.65","23","6.05","12.25","83.75","530","0.8","0.3","25.15","5.45","0.1","1.35","72.4","68.1","76.55","8209","10148","69448","2.53","40213","11693","2.3","878.89","2.1","44.8","669970.5","9.65","51.55","1172","20006","21853","23.6","8624","92603","596","206","323","98","464","47","497"
"Ashtabula County","OH","18.5","22.3","5.7","13.45","85.55","3068","0.3","0.5","3.8","4.1","0","2.15","93.2","89.6999999999999","71.5","38394","46060","111748","2.495","43606","12131","1.4","938.615","3.05","43.5","1224751","12","49.6","8395","98377","101497","144.6","60752","540536","3398","956","2096","161","3113","302","2915"
"Asotin County","WA","22.45","20.5","5.25","19.6","90.5","515","1.7","0.95","0.7","4","0.25","2.65","93.8","90.55","69.1","9079","9984","185849","2.405","48443","14846","2.2","317.605","1.6","41.05","25255","7.85","51.45","2138","22237","21623","34","12614","142931","635","224","287","38","560","59","509"
"Assumption Parish","LA","16.95","22.0499999999999","5.6","9.64999999999999","72.85","812","0.7","0.4","29.75","2.95","0.1","1.05","68.1","65.7","80.05","8562","10715","108348","2.64","44940","12875","1.2","2454.81999999999","5.8","45.3","-1","14.95","51.25","1359","22038","23421","69.2","1973","60512","758","230","398","221","524","110","629"
"Atascosa County","TX","14.4","27.5499999999999","7.25","14.25","75.35","1802","1.25","0.6","1.4","63.7","0.1","1.2","95.4499999999999","33.95","74.8","15320","18284","90400","3.08","51452","11942","6.7","817.494999999999","18.75","43.65","-1","14.75","50.25","3248","48377","44911","36.8","26138","282362","2051","677","1097","974","1013","146","1793"
"Atchison County","KS","16.95","23.1","6","21.8","92.2","425","0.75","0.649999999999999","5","3.05","0.05","2.7","90.85","88.25","71.05","6087","6947","98700","2.49","47825","12116","0.8","817.99","0.149999999999999","42.65","317515.5","9.2","51.3499999999999","1073","16432","16924","39.3","-1","63437","461","95","233","23","377","65","332"
"Atchison County","MO","25","20.1","5.2","22.2","90.4","194","0.4","0.3","0.45","1.4","0.1","1.15","97.65","96.4499999999999","69.65","2505","2958","80648","2.105","47330","15623","0.55","498.625","0.05","45.1","-1","9.2","50.2","504","5346","5685","10.4","2636","54896","368","71","176","-1","305","-1","323"
"Athens County","OH","12.5","15","4","29.2","89.7","1628","0.4","3.25","2.75","1.85","0.05","2.3","91.2","89.75","57.2","22367","26428","122550","2.49","37363","11018","4.15","601.4","2.15","34.1","-1","9.85","50.25","3404","63573","64757","128.6","53579","347552","1850","605","983","89","1637","185","1514"
"Atkinson County","GA","13.15","27.15","7.7","9.95","65.9","281","1.45","0.9","17.65","24.65","1.05","2.15","76.8","56.45","71.6","2818","3488","68850","2.925","33622","10166","12.3999999999999","294.06","10.4","46.7","72411.5","11.8","49.4","429","8253","8375","24.7","1193","21920","239","80","152","50","182","29","200"
"Atlantic County","NJ","17.2","21.6","5.75","26.15","85.7","8915","0.7","8.14999999999999","17.2","18.95","0.1","2.6","71.3","56.4","67.65","100473","128152","227650","2.625","58171","16640","16.4","485.215","13","42.95","142705.5","11.95","51.6","14500","274873","274549","494.1","2004272","2146355","10604","3512","5924","2483","7721","710","9317"
"Atoka County","OK","19","22.35","5.75","14.6","83.15","464","14.55","0.65","3.95","3.6","0.05","7.4","73.45","71.1","74.25","5294","6382","91350","2.37","38164","10220","1.25","2591.075","1.2","41.95","23518","12.45","47.8","1025","13967","14182","14.5","-1","64892","584","185","320","83","476","77","482"
"Attala County","MS","19.5","25","6.7","14.95","75.4","650","0.35","0.35","42.95","2","0","0.75","55.5","53.9","73.05","7065","9210","75949","2.625","32703","10637","1.05","614.685","0.649999999999999","41.75","87823.5","15.8","52.75","1174","18527","19564","26.6","-1","96230","605","209","320","212","338","68","473"
"Audrain County","MO","17.45","23","6.15","13.8999999999999","85.25","704","0.55","0.5","6.9","2.95","0.1","1.95","90.05","87.55","71.35","9309","10864","94199","2.55","43637","11510","1.6","660.63","1.65","42.05","562033","10.75","54.3","1834","25425","25529","36.9","8597","126857","1001","287","491","44","908","65","881"
"Audubon County","IA","24.5","20.65","5.35","16.85","89.9","236","0.2","0.6","0.5","1.5","0","0.85","97.85","96.6","78.6","2669","3003","75300","2.12","50182","15170","0.55","518.025","0.199999999999999","43.65","-1","8.75","51.45","479","5734","6119","13.8","-1","20129","317","59","209","-1","305","-1","275"
"Auglaize County","OH","17.95","24.15","6.25","18","92.05","1376","0.2","0.55","0.6","1.65","0.05","1.1","97.45","96.05","75.15","18562","19889","138349","2.44","58155","15596","0.95","416.9","0.449999999999999","43.9","1480811","9.3","50.2","3094","46129","45949","114.5","25253","245903","1727","491","1034","41","1604","158","1457"
"Augusta County","VA","20.65","19.1","4.25","21.2999999999999","85.8","2351","0.3","0.6","4.45","2.8","0","1.45","93.25","90.85","80.1","28767","32323","204299","2.45","57367","15134","2.25","483","1.2","43.15","942093","11.45","49.3","5978","75674","73750","76.3","28247","310640","2822","890","1523","140","2585","362","2267"
"Aurora County","SD","20.2","25.55","6.3","19.1","87.9","125","2.45","0.649999999999999","0.6","5.8","-0.5","1.2","95.1","89.8","77.9499999999999","1141","1356","77299","2.275","55373","18542","4","1829.07","3.34999999999999","45.7","-1","8.25","47.8","200","2745","2710","3.8","782","5417","74","20","35","-1","62","-1","62"
"Austin County","TX","18.7","24","6","21.25","84.55","1604","0.8","0.7","9.45","26.85","0","1.6","87.45","62.3499999999999","76.15","10957","13260","173148","2.63999999999999","59733","15107","10.15","685.37","9.85","45.3","-1","14.05","50.3499999999999","1598","29639","28417","44","14324","136217","1406","383","827","353","1010","140","1184"
"Autauga County","AL","14.9","24.2","5.95","23.75","87.05","1673","0.5","1.15","19.4","2.85","0.1","1.85","77.1","74.6999999999999","75.05","20734","23321","145350","2.635","56205","14909","1.95","414.975","1.65","43.45","332948","11.7","51.45","5598","57099","54571","91.8","46715","303926","1472","545","749","305","1079","140","1199"
"Avery County","NC","21.6","15.4","3.8","20.5499999999999","82.55","857","0.55","0.6","4.55","4.9","0.05","0.95","93.25","88.85","75.6999999999999","6837","14207","142399","2.155","38652","10583","3.3","1999.965","2.64999999999999","42.7","10230","9.45","45.65","1135","17788","17797","72","22799","97724","740","206","458","23","689","74","614"
"Avoyelles Parish","LA","16.4","23.6","6.6","11","73.5","1235","1.25","0.55","29.65","1.95","0.05","1.85","66.6","65.25","69.8","15248","18438","95399","2.46","36252","11006","0.95","1211.715","4.9","43.45","-1","15","49.8","2527","40419","42073","50.5","76898","177356","1544","572","794","266","1223","116","1349"
"Baca County","CO","25.0499999999999","21.75","6","19.2999999999999","86.75","170","2.05","0.4","1.1","10.9","-0.5","2.45","94","84.7","72.7","1654","2244","78498","2.145","37356","12029","3","1749.69999999999","3.2","42.7","-1","6","49.95","279","3576","3788","1.5","-1","19211","221","59","134","-1","209","26","185"
"Bacon County","GA","15.45","25.7","6.9","11.3","77.15","314","0.4","0.65","16.35","8.3","0.2","1.6","80.85","73.75","69.95","3955","4778","79049","2.68","35638","10160","4.25","285.96","3.05","43.75","-1","9.95","50.95","541","11212","11096","42.9","4475","36326","467","182","215","110","332","17","404"
"Bailey County","TX","14.9","30.55","8.8","14.1499999999999","71.15","206","3.05","0.8","1.9","62.55","0.15","1.2","92.9","34.75","69.9","2208","2783","63100","3.165","49205","10970","19","841.895","23.55","45.55","-1","7.85","49.55","338","6907","7165","8.7","3941","24509","278","41","152","95","170","11","254"
"Baker County","FL","13.5","24.35","6.25","11.6","82.9","707","0.45","0.7","13.85","2.59999999999999","0","1.75","83.3","81.15","77.5","8453","9917","131599","2.965","56253","12341","1.4","586.3","1.85","40.3","-1","15.35","47.65","2021","27675","27115","46.3","11861","108674","626","230","317","95","491","95","473"
"Baker County","GA","20.75","20.05","5.44999999999999","11.9","80.05","95","0.45","1.2","44.8","5.6","0.1","1.25","52.25","47.9","68.65","1398","1646","77248","2.335","30134","11261","2.8","490.409999999999","3.34999999999999","46.55","-1","14.05","51.45","160","3066","3451","10.1","-1","2351","167","50","86","62","98","-1","137"
"Baker County","OR","25.6","19.6","5.15","22.2999999999999","90.2","572","1.45","0.75","0.649999999999999","4.3","0.1","2.7","94.35","90.65","68.85","7021","8956","160399","2.205","43747","14348","1.75","1739.755","1.54999999999999","40.15","52561.5","7.19999999999999","49.25","2000","16362","16134","5.3","13727","99428","872","251","455","38","797","86","716"
"Baldwin County","AL","19.85","21.75","5.5","29.7999999999999","89.9499999999999","10022","0.75","1","9.2","4.65","0.1","1.75","87.25","83.1","73.9","77105","113392","183249","2.55499999999999","54268","16310","3.65","802.405","2.2","43.65","719379.5","12.95","51.35","19502","215939","182265","114.6","280298","1572893","9863","3251","5465","1064","8444","1181","8090"
"Baldwin County","GA","15.35","18.9","4.95","21.15","83.75","1613","0.3","1.7","42.15","2.2","0.1","1.25","54.45","52.8499999999999","57.85","16266","20475","112099","2.53","38211","10856","2.65","280.14","1.6","40.55","-1","10.75","49.45","2779","44856","45720","177.3","-1","277250","1853","770","878","899","884","206","1547"
"Ballard County","KY","20.7","21.4","5.1","14.5","85.8","236","0.3","0.4","3.25","1.4","0.05","2.2","93.75","92.6","81.15","3198","3903","98648","2.52","44816","12608","1.75","149.035","1.5","45.5","-1","11.05","50.5","712","7985","8249","33.4","-1","28814","317","158","125","29","269","23","275"
"Baltimore city","MD","12.95","20.95","6.55","29.35","82.7","-1","0.35","2.65","62.75","5","0.05","2.25","31.05","27.85","47.9","240288","148493","158998","2.46","45882","15635","7.75","475.845","4.45","41.3","2521638.5","15.2","52.95","31726","604253","620961","7671.5","803903","1823831","25367","12299","10973","13835","10388","2105","21956"
"Baltimore County","MD","16.7","21.6","5.95","37.55","90.7","35294","0.4","6.1","29.05","5.4","0.1","2.45","61.85","57.7","66.3","313717","337640","257398","2.55","71676","20051","11.85","681.255","6.9","43.45","4033374","14.4","52.7","50231","840728","805029","1345.5","777896","6322850","37685","13631","20723","11663","24947","3659","32510"
"Bamberg County","SC","20.35","19.45","4.85","18.15","77.9","425","0.4","0.5","60.7","2.09999999999999","0.1","1.05","37.3","36","73.25","5610","7672","75048","2.48","31453","9239","2.7","403.365","0.85","44.05","88521","12.8","51.95","1035","14249","15987","40.6","4838","47642","422","179","209","197","200","56","338"
"Bandera County","TX","26.25","16.95","4.15","22.35","87.9499999999999","1271","1.2","0.55","1","18.85","0","1.5","95.65","77.9","82.65","8402","11827","158900","2.495","53937","14780","4.2","558.715","5.15","42.1","-1","18.3","50.45","2891","20874","20485","25.9","13313","40583","953","323","491","98","809","101","761"
"Banks County","GA","16.8","22.7","5.55","12.5","75.7","662","0.6","1.2","2.9","6.85","0.1","1.45","93.8","87.6999999999999","76.35","6757","7687","145648","2.745","44474","10700","4","473.675","2.8","46.5","-1","15.45","49.25","1235","18166","18395","79.3","23753","106847","629","167","404","29","575","17","551"
"Banner County","NE","26.8","21.7","6.75","19.55","94.15","23","0.3","0.15","1.95","4.94999999999999","-0.5","0.6","97.05","92.1","66.6","309","365","112450","2.51","44312","13775","4.1","465.2","2.3","45.85","-1","13","50.5","57","719","690","0.9","-1","-1","17","-1","-1","-1","17","-1","14"
"Bannock County","ID","13.75","26.35","7.1","27.3","92.15","2693","3.75","1.5","1","8.45","0.3","2.4","91.1","84.2","68.15","30712","34115","151300","2.68","47632","12536","3.59999999999999","684.41","3.2","39.8","458156.5","8.55","50.25","5362","85180","82839","74.5","67742","577631","3200","1040","1481","173","2873","203","2690"
"Baraga County","MI","20.9","18","4.2","13.9","85.6","176","14","0.4","7.9","1.54999999999999","0","4.55","73.15","72.5","79.8","3171","5275","93099","2.205","43625","11459","2","811.475","1.1","43.55","75126.5","8.8","45","727","8408","8860","9.9","-1","26561","191","59","95","26","152","-1","170"
"Barber County","KS","21.7","22.85","6.55","20.25","91.55","257","1.15","0.55","0.8","4.15","0","1.75","95.75","92.25","72.25","2055","2741","67099","2.3","48047","13823","1.45","780.305","2.05","44.8","19790","7.85","48.75","366","4564","4861","4.3","2654","38195","374","101","215","-1","347","74","248"
"Barbour County","AL","18.1","20.9","5.5","12.5","73.45","662","0.649999999999999","0.5","47.9","4.5","0.2","1.05","49.7","46.05","64.3","9272","11937","89950","2.535","32719","9236","2.8","875.67","3.05","42.25","367548.5","10.7","46.85","1724","26056","27457","31","13076","103238","842","377","377","326","470","71","722"
